,id,symbol,name,price,rank,total_volume,fully_diluted_valuation,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,all_time_high,ath_date,all_time_low,atl_date,last_updated
91,xdce-crowd-sale,xdc,XDC Network,0.04903666,93,18301793.0,1857624366.0,0.04959762,0.04830044,-0.000431924692575872,-0.87313,-5480594.451167822,-0.79851,13884233787.15,37880327674.95,,0.192754,2021-08-21T04:39:48.324Z,0.00039532,2019-07-22T00:00:00.000Z,2023-12-15T10:14:53.209Z
92,conflux-token,cfx,Conflux,0.190983,92,79462218.0,1041989690.0,0.199628,0.178484,0.00482624,2.59257,17818391.0,2.69396,3551938825.07626,5448903984.86755,,1.7,2021-03-27T03:43:35.178Z,0.02199898,2022-12-30T08:16:30.345Z,2023-12-15T10:15:06.056Z
93,ecash,xec,eCash,3.441e-05,94,8740702.0,722674843.0,3.512e-05,3.342e-05,1.71175e-07,0.49992,5264032.0,0.78742,19579104673092.0,21000000000000.0,21000000000000.0,0.00038001,2021-09-04T17:09:31.137Z,1.847e-05,2021-07-20T20:49:46.212Z,2023-12-15T10:15:04.624Z
94,frax-share,fxs,Frax Share,8.91,95,35906897.0,888418766.0,9.36,8.82,-0.29115818676923233,-3.16594,-19689096.019048095,-2.84293,75497155.9319287,99681495.5911336,99681495.5911336,42.8,2022-01-12T15:22:27.465Z,1.5,2021-06-25T16:50:51.447Z,2023-12-15T10:15:08.222Z
95,sui,sui,Sui,0.645628,96,94408453.0,6464012585.0,0.668338,0.63465,-0.008735827546099029,-1.33501,-8785637.24245739,-1.29833,1033262462.93308,10000000000.0,10000000000.0,2.16,2023-05-03T12:00:26.430Z,0.364846,2023-10-19T10:40:30.078Z,2023-12-15T10:14:59.460Z
96,chiliz,chz,Chiliz,0.085787,97,73089116.0,763518221.0,0.087951,0.084563,-0.00070747787495612,-0.81794,-4602237.50430429,-0.69505,7655073480.0,8888888888.0,8888888888.0,0.878633,2021-03-13T08:04:21.200Z,0.00410887,2019-09-28T00:00:00.000Z,2023-12-15T10:15:04.047Z
97,frax,frax,Frax,0.998955,98,8566984.0,649011822.0,1.002,0.98931,0.00118167,0.11843,653818.0,0.10084,649655735.510511,649655735.510511,,1.14,2021-02-07T12:55:35.766Z,0.874536,2023-03-11T07:50:39.316Z,2023-12-15T10:15:06.541Z
98,apecoin,ape,ApeCoin,1.75,99,85590868.0,1755264662.0,1.84,1.73,-0.03743320865150591,-2.09091,-13312904.881558537,-2.01621,368593750.0,1000000000.0,1000000000.0,26.7,2022-04-28T21:44:21.164Z,1.008,2023-10-10T20:51:07.411Z,2023-12-15T10:14:59.133Z
99,kujira,kuji,Kujira,5.2,100,5150975.0,635718449.0,5.56,5.05,-0.21164128598183574,-3.91434,-22635329.09056413,-3.43885,122349633.970196,122374481.990696,122398170.0,5.56,2023-12-14T13:05:04.042Z,0.00178701,2022-05-20T01:46:32.095Z,2023-12-15T10:14:58.648Z
100,woo-network,woo,WOO Network,0.354377,102,147970039.0,790891556.0,0.390267,0.337374,0.01700217,5.03956,27779080.0,4.60993,1777741738.78649,2230434666.90186,2230434666.90186,1.78,2021-11-15T13:44:18.437Z,0.02211546,2021-01-04T10:19:13.803Z,2023-12-15T10:15:04.466Z
101,arweave,ar,Arweave,9.59,101,52552364.0,630090244.0,9.83,8.96,0.606506,6.74934,40600233.0,6.88735,65454185.5381511,65454185.5381511,66000000.0,89.24,2021-11-05T04:14:42.689Z,0.298788,2020-01-31T06:47:36.543Z,2023-12-15T10:15:02.058Z
102,pyth-network,pyth,Pyth Network,0.411266,103,92138660.0,4120523514.0,0.419229,0.386913,0.00128165,0.31261,1241551.0,0.20128,1500000000.0,10000000000.0,10000000000.0,0.548655,2023-11-24T11:35:22.240Z,0.280365,2023-11-21T00:54:54.460Z,2023-12-15T10:14:58.751Z
103,pancakeswap-token,cake,PancakeSwap,2.34,104,74634026.0,908057446.0,2.46,2.34,-0.10807278646461738,-4.4199,-27708339.571496367,-4.29597,263942467.286561,388278170.278124,750000000.0,43.96,2021-04-30T10:08:22.934Z,0.194441,2020-11-03T14:29:34.165Z,2023-12-15T10:15:02.543Z
104,illuvium,ilv,Illuvium,97.8,105,21966202.0,941048758.0,105.8,97.61,-3.654813501024009,-3.6023,-21947076.5759387,-3.53717,6112591.34835897,9610737.28112378,,1911.26,2021-11-30T15:18:57.382Z,29.23,2021-06-22T14:11:59.151Z,2023-12-15T10:15:03.873Z
105,terra-luna-2,luna,Terra,0.98639,106,85898414.0,1064953356.0,1.026,0.962325,-0.005671607829077941,-0.5717,-2490569.368174553,-0.41517,605012673.914608,1078518456.25778,,18.87,2022-05-28T09:18:14.847Z,0.377574,2023-09-21T11:01:04.794Z,2023-12-15T10:15:05.802Z
106,curve-dao-token,crv,Curve DAO,0.633102,107,79687424.0,1299210017.0,0.648367,0.617145,-0.003819627460668773,-0.5997,-3108006.2755565643,-0.52098,936694892.0,2050636039.99606,3303030299.0,15.37,2020-08-14T00:00:00.000Z,0.331577,2020-11-05T13:09:50.181Z,2023-12-15T10:15:01.467Z
107,pepe,pepe,Pepe,1.4e-06,108,135227536.0,590372025.0,1.48e-06,1.38e-06,-5.1889597161e-08,-3.56732,-20474858.960463524,-3.35188,420690000000000.0,420690000000000.0,420690000000000.0,4.31e-06,2023-05-05T16:50:45.302Z,5.5142e-08,2023-04-18T02:14:41.591Z,2023-12-15T10:15:05.765Z
108,gnosis,gno,Gnosis,222.01,109,2751573.0,666152180.0,226.72,220.88,-2.9835329818837977,-1.32604,-7745788.312495708,-1.32914,2589589.0,3000000.0,3000000.0,644.2,2021-11-08T17:33:29.302Z,6.88,2020-03-13T02:24:11.825Z,2023-12-15T10:15:00.989Z
109,sei-network,sei,Sei,0.242222,110,58865128.0,2422775037.0,0.260822,0.240387,-0.011708865023845244,-4.61104,4671874.0,0.84549,2300000000.0,10000000000.0,,0.31569,2023-12-05T06:35:12.272Z,0.095364,2023-10-19T08:05:30.655Z,2023-12-15T10:15:06.055Z
110,aelf,elf,aelf,0.789804,111,20931592.0,787185641.0,0.849408,0.777762,-0.047691001537328304,-5.69448,-37962796.57713592,-6.40083,702504996.28419,996167910.995951,1000000000.0,2.6,2018-01-09T00:00:00.000Z,0.03545756,2020-03-13T02:22:35.431Z,2023-12-15T10:15:00.640Z
111,rollbit-coin,rlb,Rollbit Coin,0.181136,112,5350605.0,552471493.0,0.197501,0.180448,-0.009156456973549693,-4.81179,-26009005.256347895,-4.49609,3048096166.23231,3048096166.23231,5000000000.0,0.264358,2023-11-11T17:10:05.473Z,0.00093506,2022-07-02T02:46:34.730Z,2023-12-15T10:15:06.958Z
112,rocket-pool,rpl,Rocket Pool,27.58,113,6335777.0,549399230.0,28.47,27.44,-0.2649723153392607,-0.95164,-6945719.801728129,-1.24846,19916752.6973577,19916752.6973577,,61.9,2023-04-16T19:20:19.534Z,0.00884718,2018-08-28T00:00:00.000Z,2023-12-15T10:15:01.008Z
113,akash-network,akt,Akash Network,2.44,114,8110462.0,544562378.0,2.47,2.13,0.104467,4.47885,25959058.0,5.0054,223135481.13635,223135769.754302,388539008.0,8.07,2021-04-06T18:59:48.484Z,0.164994,2022-11-21T20:30:53.727Z,2023-12-15T10:15:07.855Z
114,msol,msol,Marinade staked SOL,90.01,115,8583488.0,534570697.0,91.04,81.19,7.19,8.68667,41596738.0,8.43792,5907909.0,5907909.0,5923388.0,3541.84,2021-08-23T22:16:35.076Z,8.93,2022-12-29T20:45:33.039Z,2023-12-15T10:15:07.573Z
115,compound-ether,ceth,cETH,45.75,116,38.33,531864268.0,46.84,45.28,0.03018742,0.06595,4261184.0,0.80765,11612259.0003538,11612259.0003538,,97.75,2021-11-21T12:39:57.508Z,1.89,2020-03-13T02:22:33.711Z,2023-12-15T10:15:04.436Z
116,blur,blur,Blur,0.452597,117,85875241.0,1357958879.0,0.475005,0.452063,-0.01527684008361302,-3.26516,-15562490.314690232,-2.88883,1155741628.61492,3000000000.0,3000000000.0,5.02,2023-02-14T17:33:55.928Z,0.153143,2023-10-12T17:10:39.401Z,2023-12-15T10:14:59.339Z
117,flare-networks,flr,Flare,0.01695035,118,9543618.0,1721011236.0,0.01740332,0.01686128,-2.8386280607182e-05,-0.16719,-207696.58361309767,-0.04003,30579099696.0423,101466901348.909,,0.150073,2023-01-10T03:14:05.921Z,0.00827405,2023-10-19T03:35:41.663Z,2023-12-15T10:15:05.012Z
118,staked-frax-ether,sfrxeth,Staked Frax Ether,2423.2,119,776169.0,515918909.0,2467.53,2397.11,-10.558350217696443,-0.43383,-3461056.0544251204,-0.66638,212896.382347696,212896.382347696,,7545.09,2023-02-16T07:51:36.849Z,1147.58,2022-12-23T11:50:57.675Z,2023-12-15T10:14:44.639Z
119,tether-gold,xaut,Tether Gold,2035.96,120,14033739.0,501916989.0,2043.95,2026.11,2.45,0.12068,760025.0,0.15165,246524.33,246524.33,,2169.74,2023-03-15T20:36:21.941Z,1447.84,2020-03-19T13:45:41.821Z,2023-12-15T10:15:04.911Z
120,radix,xrd,Radix,0.04711906,121,4175849.0,599733772.0,0.04872452,0.04659314,-0.001437887310371873,-2.96124,-15259413.86193508,-3.04054,10323394143.7699,12723399841.5239,24000000000.0,0.651264,2021-11-14T16:09:27.130Z,0.03145312,2022-11-29T23:20:09.754Z,2023-12-15T10:14:59.205Z
121,casper-network,cspr,Casper Network,0.04181919,122,8139652.0,512016305.0,0.04344828,0.04167112,-0.000192523565385669,-0.45826,-1916634.9881408215,-0.39269,11613643234.0,12231111909.0,,1.33,2021-05-12T00:00:00.000Z,0.02241297,2022-06-18T20:14:44.694Z,2023-12-15T10:15:02.617Z
122,trust-wallet-token,twt,Trust Wallet,1.16,123,19500864.0,1160731687.0,1.21,1.16,-0.036155835729700714,-3.02083,-15185666.217727542,-3.04441,416649900.0,1000000000.0,,2.72,2022-12-11T23:25:46.205Z,0.00277641,2020-06-09T09:15:06.983Z,2023-12-15T10:15:00.365Z
123,nexo,nexo,NEXO,0.861029,124,4314867.0,861088284.0,0.872983,0.851284,-0.003748280127470749,-0.43344,-2114327.1185131073,-0.43655,560000008.5746847,1000000000.0,1000000000.0,4.07,2021-05-12T14:37:47.535Z,0.04515276,2018-09-13T00:00:00.000Z,2023-12-15T10:15:03.654Z
124,oasis-network,rose,Oasis Network,0.09517,125,96723419.0,952815748.0,0.09685,0.082753,0.01039283,12.25893,52107505.0,12.20038,5029357184.0,10000000000.0,10000000000.0,0.597347,2022-01-15T03:31:11.062Z,0.03200566,2020-11-26T17:09:12.182Z,2023-12-15T10:14:59.603Z
125,coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,2394.83,126,3205861.0,3268188660.0,2452.87,2382.19,-13.559671791663732,-0.56302,-9865600.717677534,-2.04813,196995.997874416,1364536.86238912,,2522.38,2023-12-09T08:34:50.899Z,1036.96,2022-11-09T23:45:43.665Z,2023-12-15T10:14:55.172Z
126,ronin,ron,Ronin,1.69,127,7625064.0,1690159678.0,1.75,1.68,-0.02866033612751684,-1.66799,-7941941.674102366,-1.66404,277682055.394516,1000000000.0,1000000000.0,4.29,2022-01-27T13:14:36.500Z,0.196601,2022-11-21T19:36:31.487Z,2023-12-15T10:15:04.104Z
127,gas,gas,Gas,7.17,128,18248759.0,467187797.0,7.28,7.0,-0.050641956886988915,-0.70173,-2744448.8886915445,-0.58401,65093580.54427269,65093580.54427269,,91.94,2018-01-15T00:00:00.000Z,0.621309,2020-03-13T02:24:16.507Z,2023-12-15T10:14:51.581Z
128,axelar,axl,Axelar,0.904121,129,31101718.0,1016701779.0,0.943247,0.886017,-0.021106856630615956,-2.28126,-8135522.418724239,-1.75247,503647630.514176,1122725707.41109,,1.15,2022-09-27T22:19:02.643Z,0.312911,2023-10-26T16:35:19.041Z,2023-12-15T10:14:59.013Z
129,pax-gold,paxg,PAX Gold,2018.58,130,10662675.0,452871348.0,2028.95,2002.25,6.33,0.31453,-566681.4612705112,-0.12497,224273.506,224273.506,,2241.37,2021-05-17T19:02:29.657Z,1399.64,2019-11-18T03:09:35.959Z,2023-12-15T10:14:58.349Z
130,gmx,gmx,GMX,48.67,131,18162365.0,451291202.0,49.75,47.89,-0.21973065995630492,-0.44949,-2325968.59969002,-0.51276,9278961.20639496,9279035.13230898,13250000.0,91.07,2023-04-18T10:00:25.680Z,11.53,2022-06-15T09:30:22.146Z,2023-12-15T10:15:06.711Z
131,compound-wrapped-btc,cwbtc,cWBTC,860.79,132,0.0,450578073.0,869.7,843.97,-1.2931375554245506,-0.15016,59167.0,0.01313,523448.49136675,523448.49136675,,1380.82,2021-11-10T14:26:27.129Z,91.15,2020-03-16T11:09:17.436Z,2023-12-15T10:10:04.874Z
132,astar,astr,Astar,0.083224,133,29382803.0,689723261.0,0.088514,0.082219,-0.001216251194216131,-1.44036,-8136198.892934084,-1.78207,5402531735.0,8309926837.0,,0.421574,2022-01-17T13:34:36.289Z,0.03269521,2022-10-13T13:05:41.982Z,2023-12-15T10:14:59.005Z
133,apenft,nft,APENFT,4.49247e-07,134,24257343.0,450221358.0,4.57266e-07,4.42534e-07,5.089e-09,1.14585,7309129.0,1.66699,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,2021-09-05T00:10:47.823Z,2.98737e-07,2023-06-10T04:30:05.717Z,2023-12-15T10:14:59.063Z
134,singularitynet,agix,SingularityNET,0.350283,135,78164895.0,478412966.0,0.357803,0.322915,0.01635826,4.89879,21105592.0,5.06024,1249801993.69602,1364517977.35214,2000000000.0,0.95023,2018-01-28T00:00:00.000Z,0.00747159,2020-03-13T02:24:16.528Z,2023-12-15T10:15:01.851Z
135,zcash,zec,Zcash,30.06,136,27769206.0,631399314.0,30.93,29.88,-0.6459665429579928,-2.10354,-9086711.091883898,-2.03934,14517206.4155448,21000000.0,21000000.0,3191.93,2016-10-29T00:00:00.000Z,19.75,2020-03-13T02:20:55.002Z,2023-12-15T10:15:00.947Z
136,huobi-token,ht,Huobi,2.7,137,13886023.0,541833669.0,2.76,2.68,-0.05882093865758086,-2.1342,-9362733.104810715,-2.13291,159406077.0,201050000.0,201050000.0,39.66,2021-05-12T14:42:21.586Z,0.3138,2023-03-10T05:05:00+08:00,2023-12-15T10:14:58.457Z
137,huobi-btc,hbtc,Huobi BTC,47150.0,138,25837.0,422530926.0,50838.0,46510.0,-2815.2029159199956,-5.63429,-25353112.03242612,-5.66064,8969.497004742,8969.497004742,8969.497004742,166135.0,2022-04-21T18:59:43.859Z,10704.55,2023-03-10T01:30:46.660Z,2023-12-15T10:14:46.683Z
138,1inch,1inch,1inch,0.374269,139,37222868.0,561582314.0,0.383476,0.364478,0.00116796,0.31304,1031469.0,0.24591,1123135982.15025,1500000000.0,1500000000.0,8.65,2021-10-27T08:24:54.808Z,0.220469,2023-09-11T19:42:01.201Z,2023-12-15T10:15:01.664Z
139,stepn,gmt,STEPN,0.265285,140,70673234.0,1448135106.0,0.275572,0.25734,-0.001403026134653651,-0.52609,50963238.0,13.95592,1567823547.84414,5455955561.10679,6000000000.0,4.11,2022-04-28T03:29:53.820Z,0.100826,2022-03-11T06:04:31.100Z,2023-12-15T10:14:59.628Z
140,zilliqa,zil,Zilliqa,0.02378069,141,39032912.0,439485890.0,0.02469115,0.0232465,-0.000119624685496759,-0.50052,-2007157.0367738008,-0.48188,17427026255.567,18476559045.073,21000000000.0,0.255376,2021-05-06T17:33:45.940Z,0.00239616,2020-03-13T02:22:55.161Z,2023-12-15T10:15:00.072Z
141,siacoin,sc,Siacoin,0.0073419,142,9226202.0,410867014.0,0.00804696,0.00726826,-0.000558975816511187,-7.07485,-31182929.569281578,-7.05702,55921817546.0397,55946145000.0,,0.092868,2018-01-06T00:00:00.000Z,1.262e-05,2015-12-28T00:00:00.000Z,2023-12-15T10:14:59.549Z
142,oec-token,okt,OKT Chain,22.46,143,7955598.0,398421303.0,24.9,22.21,-1.202336115847924,-5.08027,-24159244.093640864,-5.71701,17847480.0,17847259.5,21000000.0,250.53,2021-05-10T03:09:56.045Z,10.27,2023-10-18T19:35:19.761Z,2023-12-15T10:14:24.997Z
143,jito-governance-token,jto,Jito,3.4,145,445667687.0,3407594601.0,3.58,2.84,0.339923,11.09326,39090273.0,11.08054,115000000.0,1000000000.0,,6.01,2023-12-07T16:04:48.717Z,1.47,2023-12-07T16:09:56.195Z,2023-12-15T10:15:07.360Z
144,holotoken,hot,Holo,0.00220296,144,36965840.0,391656357.0,0.00235386,0.0022096,-0.000138910222561359,-5.9316,-22546720.596742213,-5.4434,177619433541.141,177619433541.141,,0.03126682,2021-04-05T16:04:52.608Z,0.0002202,2020-03-13T02:23:01.612Z,2023-12-15T10:15:02.393Z
145,dash,dash,Dash,33.23,146,35868385.0,628654735.0,34.2,32.98,-0.46292643654300747,-1.37401,-6088568.666233063,-1.55761,11581009.7483282,18920000.0,,1493.59,2017-12-20T00:00:00.000Z,0.213899,2014-02-14T00:00:00.000Z,2023-12-15T10:15:00.889Z
146,paxos-standard,usdp,Pax Dollar,1.0,147,2361615.0,382785853.0,1.006,0.994089,0.00082118,0.08216,336159.0,0.0879,382560465.820683,382560465.820683,,1.13,2018-10-15T07:09:12.459Z,0.863529,2021-05-19T13:14:42.046Z,2023-12-15T10:14:57.795Z
147,floki,floki,FLOKI,3.783e-05,148,26572711.0,378054350.0,3.979e-05,3.764e-05,-1.494430091805e-06,-3.80009,-15051997.725123763,-3.85231,9937043383439.0,10000000000000.0,10000000000000.0,0.00033651,2021-11-04T06:58:35.285Z,8.428e-08,2021-07-06T01:11:20.438Z,2023-12-15T10:15:00.520Z
148,nem,xem,NEM,0.04079565,149,5813146.0,367944383.0,0.04138877,0.03773209,0.00241,6.27837,22733171.0,6.58529,8999999999.0,8999999999.0,,1.87,2018-01-07T00:00:00.000Z,8.482e-05,2015-09-05T00:00:00.000Z,2023-12-15T10:15:03.417Z
149,aleph-zero,azero,Aleph Zero,1.46,150,4336122.0,509461571.0,1.5,1.29,0.153282,11.736,38733921.0,11.81844,251042926.929417,348991367.25103,,3.09,2022-04-15T00:09:30.642Z,0.592052,2022-06-18T20:17:51.413Z,2023-12-15T10:15:04.702Z
150,basic-attention-token,bat,Basic Attention,0.243496,151,32077821.0,365610755.0,0.247798,0.236246,0.00035474,0.1459,777555.0,0.2145,1490445854.9526057,1500000000.0,1500000000.0,1.9,2021-11-28T00:23:51.354Z,0.072394,2017-07-16T00:00:00.000Z,2023-12-15T10:15:01.318Z
151,terrausd,ustc,TerraClassicUSD,0.04017838,152,79909782.0,395267394.0,0.04350503,0.03930142,-0.000696391196151947,-1.70372,-4399298.230470002,-1.19901,8973508031.4772,9784317475.47775,,1.092,2021-01-11T22:30:57.984Z,0.00601921,2022-06-18T20:35:39.169Z,2023-12-15T10:14:58.057Z
152,compound-governance-token,comp,Compound,52.1,153,62024146.0,521716962.0,52.42,49.43,1.29,2.54825,9172789.0,2.63192,6856085.76329154,10000000.0,10000000.0,910.54,2021-05-12T02:29:08.794Z,25.74,2023-06-10T16:15:05.289Z,2023-12-15T10:15:02.874Z
153,orca,orca,Orca,7.94,155,9743470.0,792243540.0,7.91,5.88,1.99,33.36769,88307323.0,33.08912,44832742.372487,100000000.0,100000000.0,20.33,2021-10-02T20:14:11.766Z,0.351125,2022-06-19T19:34:08.830Z,2023-12-15T10:15:07.229Z
154,echelon-prime,prime,Echelon Prime,11.6,154,20582202.0,1294406308.0,11.7,9.08,2.45,26.76683,76214342.0,27.33406,30476424.6972,111111111.0,111111111.0,11.7,2023-12-15T10:00:21.514Z,1.19,2023-05-25T01:50:17.283Z,2023-12-15T10:14:32.127Z
155,lido-staked-sol,stsol,Lido Staked SOL,90.37,156,3672902.0,352878920.0,90.78,81.07,7.41,8.9371,28687346.0,8.84888,3900411.7359,3900406.846,3900406.846,263.24,2021-11-07T01:28:34.051Z,8.65,2022-12-29T20:46:29.701Z,2023-12-15T10:14:43.054Z
156,autonolas,olas,Autonolas,6.66,157,8216397.0,3575849014.0,7.16,6.41,0.253552,3.95716,14221739.0,4.27487,52064360.14927106,536673067.426547,,7.16,2023-12-14T23:10:25.858Z,0.08371,2023-08-02T19:06:23.313Z,2023-12-15T10:15:04.806Z
157,enjincoin,enj,Enjin Coin,0.345347,158,25713352.0,344629404.0,0.354942,0.339968,-0.003622927616118432,-1.03818,-4689588.942546189,-1.34249,1000000000.0,1000000000.0,1000000000.0,4.82,2021-11-25T09:53:41.955Z,0.01865964,2017-11-12T00:00:00.000Z,2023-12-15T10:15:06.919Z
158,iotex,iotx,IoTeX,0.03631298,159,44110099.0,344628770.0,0.03628311,0.03101355,0.00383679,11.81416,35493764.0,11.55533,9441944580.0,9496266827.32,9496266827.32,0.255593,2021-11-13T16:54:18.643Z,0.00121576,2020-03-13T02:29:47.597Z,2023-12-15T10:15:04.816Z
159,qtum,qtum,Qtum,3.19,160,22240047.0,343632130.0,3.26,3.12,0.00887275,0.2791,539716.0,0.16163,104945860.5,107822406.0,,100.22,2018-01-06T00:00:00.000Z,0.783142,2020-03-13T02:22:57.149Z,2023-12-15T10:14:59.139Z
160,ocean-protocol,ocean,Ocean Protocol,0.558739,161,64605913.0,787785691.0,0.568105,0.524366,0.02849281,5.3735,16455602.0,5.25322,589652241.9615499,1408900141.1674242,1410000000.0,1.93,2021-04-10T09:24:58.915Z,0.01284832,2019-08-11T00:00:00.000Z,2023-12-15T10:15:04.506Z
161,0x,zrx,0x Protocol,0.383598,162,24703839.0,386141263.0,0.394973,0.373572,-0.001610742133007437,-0.41815,1203914.0,0.36924,847496054.8122635,1000000000.0,1000000000.0,2.5,2018-01-13T00:00:00.000Z,0.120667,2020-03-13T02:27:49.563Z,2023-12-15T10:15:02.852Z
162,worldcoin-wld,wld,Worldcoin,2.65,163,118670284.0,26541494245.0,2.71,2.52,0.083455,3.24865,10351792.0,3.30176,122026131.634501,10000000000.0,10000000000.0,3.3,2023-07-24T09:20:13.301Z,0.973104,2023-09-13T07:36:44.064Z,2023-12-15T10:15:00.165Z
163,tellor,trb,Tellor Tributes,126.68,165,78625955.0,324073408.0,128.2,117.5,8.38,7.08471,20321621.0,6.76264,2538264.0921964482,2564005.23617666,,161.12,2021-05-10T07:39:41.281Z,0.01001379,2019-11-01T10:00:10.047Z,2023-12-15T10:15:02.556Z
164,loopring,lrc,Loopring,0.256646,164,32992618.0,353273704.0,0.26925,0.257268,-0.006457379987905021,-2.45431,-8012105.002309442,-2.43972,1245991468.94246,1373873397.44246,1374513896.0,3.75,2021-11-10T14:59:53.164Z,0.01963893,2019-12-18T13:14:41.553Z,2023-12-15T10:15:01.556Z
165,benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,45.52,167,1759147.0,315643433.0,45.61,42.15,2.79,6.51886,19837662.0,6.70631,6931779.02223852,6931813.54320759,,103.55,2022-04-02T13:44:54.612Z,9.25,2023-09-14T12:26:14.318Z,2023-12-15T10:14:58.744Z
166,bitcoin-gold,btg,Bitcoin Gold,17.99,166,3869913.0,377923323.0,18.37,17.78,-0.04973251074888907,-0.27563,-122699.93922203779,-0.03891,17513924.0,21000000.0,,456.25,2017-12-20T00:00:00.000Z,4.25,2020-03-13T02:22:52.902Z,2023-12-15T10:15:00.184Z
167,jasmycoin,jasmy,JasmyCoin,0.0064432,168,55802237.0,322361835.0,0.00657451,0.00619691,0.00013317,2.11039,7083626.0,2.3218,48419999999.3058,50000000000.0,50000000000.0,4.79,2021-02-16T03:53:32.207Z,0.00275026,2022-12-29T20:41:09.113Z,2023-12-15T10:15:00.334Z
168,celo,celo,Celo,0.581511,169,16194738.0,581550069.0,0.600145,0.573852,-5.7057460279619e-05,-0.00981,128233.0,0.0423,521561538.0,1000000000.0,1000000000.0,9.82,2021-08-30T14:25:09.929Z,0.376843,2023-06-10T04:31:15.287Z,2023-12-15T10:15:00.156Z
169,ethereum-pow-iou,ethw,EthereumPoW,2.81,171,12698805.0,302642882.0,2.92,2.66,-0.008163151972178095,-0.28967,-1671289.2914518118,-0.5492,107818943.04993,107818717.04993,,58.54,2022-09-03T00:10:33.722Z,1.17,2023-10-11T18:16:44.520Z,2023-12-15T10:14:59.423Z
170,memecoin-2,meme,Memecoin,0.03411957,170,198078690.0,2354914772.0,0.03646172,0.03234015,0.00010914,0.32092,989113.0,0.32815,8860669709.21457,69000000000.0,69000000000.0,0.04650388,2023-12-06T01:01:43.438Z,0.01724609,2023-11-07T18:04:56.706Z,2023-12-15T10:15:05.862Z
171,mx-token,mx,MX,2.99,172,2850322.0,1292544008.0,3.06,2.98,-0.032876822299335196,-1.08748,-2932588.865291536,-0.96434,100631535.5,431881535.5,,3.7,2021-12-02T00:59:40.216Z,0.04218457,2019-11-25T05:59:45.392Z,2023-12-15T10:14:37.267Z
172,convex-finance,cvx,Convex Finance,3.66,173,4142741.0,363082498.0,3.75,3.59,-0.05139086666808268,-1.3859,-4508329.622980535,-1.48048,81990703.72425415,99227908.7225177,100000000.0,60.09,2022-01-01T18:04:03.030Z,1.9,2021-07-20T13:17:29.183Z,2023-12-15T10:15:05.326Z
173,safepal,sfp,SafePal,0.709968,174,10100260.0,355125837.0,0.723959,0.692026,0.00521767,0.74036,2394938.0,0.80773,420833333.0,500000000.0,500000000.0,4.19,2021-02-09T18:30:34.250Z,0.269235,2022-06-14T02:06:50.102Z,2023-12-15T10:14:58.103Z
174,centrifuge,cfg,Centrifuge,0.640801,175,1080452.0,335803095.0,0.692105,0.64428,-0.025268793782302623,-3.79371,-10020442.664889276,-3.25717,461853934.0,521114584.0,,15.98,2021-05-30T00:00:00.000Z,0.139815,2023-01-04T19:31:23.475Z,2023-12-15T10:15:03.730Z
175,beldex,bdx,Beldex,0.050188,176,2357742.0,498457515.0,0.051109,0.050009,-0.000845505955797112,-1.65675,-5027333.935169995,-1.66453,5912863626.23285,9923603701.13476,,0.450785,2018-12-17T00:00:00.000Z,0.00027519,2019-11-01T11:05:12.090Z,2023-12-15T10:14:05.300Z
176,theta-fuel,tfuel,Theta Fuel,0.04628695,178,2383843.0,295478838.0,0.04694321,0.04518379,0.00023981,0.52079,1575927.0,0.53621,6381462136.0,6381470723.0,,0.68159,2021-06-09T06:50:55.818Z,0.00090804,2020-03-13T02:30:37.972Z,2023-12-15T10:15:07.633Z
